Time(s),CH1(V),CH2(V)
-7.1450E-07,7.523524E-02,2.122000E-04
-7.1410E-07,7.523524E-02,2.122000E-04
-7.1370E-07,7.523524E-02,0.000000E+00
-7.1330E-07,7.523524E-02,2.122000E-04
-7.1290E-07,7.523524E-02,2.122000E-04
-7.1250E-07,7.523524E-02,2.122000E-04
-7.1210E-07,7.523524E-02,2.122000E-04
-7.1170E-07,7.523524E-02,2.122000E-04
-7.1130E-07,7.523524E-02,2.122000E-04
-7.1090E-07,7.523524E-02,2.122000E-04
-7.1050E-07,7.523524E-02,0.000000E+00
-7.1010E-07,7.523524E-02,2.122000E-04
-7.0970E-07,0.000000E+00,2.122000E-04
-7.0930E-07,7.523524E-02,2.122000E-04
-7.0890E-07,7.523524E-02,2.122000E-04
-7.0850E-07,7.523524E-02,2.122000E-04
-7.0810E-07,7.523524E-02,2.122000E-04
-7.0770E-07,7.523524E-02,0.000000E+00
-7.0730E-07,0.000000E+00,2.122000E-04
-7.0690E-07,7.523524E-02,2.122000E-04
-7.0650E-07,7.523524E-02,2.122000E-04
-7.0610E-07,7.523524E-02,2.122000E-04
-7.0570E-07,7.523524E-02,2.122000E-04
-7.0530E-07,0.000000E+00,2.122000E-04
-7.0490E-07,7.523524E-02,2.122000E-04
-7.0450E-07,7.523524E-02,2.122000E-04
-7.0410E-07,7.523524E-02,2.122000E-04
-7.0370E-07,7.523524E-02,2.122000E-04
-7.0330E-07,0.000000E+00,2.122000E-04
-7.0290E-07,7.523524E-02,2.122000E-04
-7.0250E-07,0.000000E+00,2.122000E-04
-7.0210E-07,7.523524E-02,2.122000E-04
-7.0170E-07,7.523524E-02,2.122000E-04
-7.0130E-07,7.523524E-02,2.122000E-04
-7.0090E-07,7.523524E-02,2.122000E-04
-7.0050E-07,0.000000E+00,2.122000E-04
-7.0010E-07,7.523524E-02,2.122000E-04
-6.9970E-07,7.523524E-02,2.122000E-04
-6.9930E-07,7.523524E-02,2.122000E-04
-6.9890E-07,7.523524E-02,2.122000E-04
-6.9850E-07,7.523524E-02,2.122000E-04
-6.9810E-07,7.523524E-02,2.122000E-04
-6.9770E-07,7.523524E-02,2.122000E-04
-6.9730E-07,7.523524E-02,2.122000E-04
-6.9690E-07,7.523524E-02,2.122000E-04
-6.9650E-07,7.523524E-02,2.122000E-04
-6.9610E-07,7.523524E-02,2.122000E-04
-6.9570E-07,7.523524E-02,2.122000E-04
-6.9530E-07,7.523524E-02,2.122000E-04
-6.9490E-07,7.523524E-02,2.122000E-04
-6.9450E-07,7.523524E-02,2.122000E-04
-6.9410E-07,7.523524E-02,2.122000E-04
-6.9370E-07,7.523524E-02,2.122000E-04
-6.9330E-07,0.000000E+00,2.122000E-04
-6.9290E-07,7.523524E-02,2.122000E-04
-6.9250E-07,7.523524E-02,2.122000E-04
-6.9210E-07,7.523524E-02,2.122000E-04
-6.9170E-07,7.523524E-02,2.122000E-04
-6.9130E-07,7.523524E-02,2.122000E-04
-6.9090E-07,7.523524E-02,2.122000E-04
-6.9050E-07,7.523524E-02,0.000000E+00
-6.9010E-07,7.523524E-02,2.122000E-04
-6.8970E-07,0.000000E+00,2.122000E-04
-6.8930E-07,0.000000E+00,2.122000E-04
-6.8890E-07,7.523524E-02,2.122000E-04
-6.8850E-07,7.523524E-02,2.122000E-04
-6.8810E-07,0.000000E+00,2.122000E-04
-6.8770E-07,7.523524E-02,2.122000E-04
-6.8730E-07,7.523524E-02,2.122000E-04
-6.8690E-07,0.000000E+00,2.122000E-04
-6.8650E-07,7.523524E-02,2.122000E-04
-6.8610E-07,7.523524E-02,2.122000E-04
-6.8570E-07,7.523524E-02,2.122000E-04
-6.8530E-07,7.523524E-02,2.122000E-04
-6.8490E-07,0.000000E+00,2.122000E-04
-6.8450E-07,0.000000E+00,2.122000E-04
-6.8410E-07,7.523524E-02,2.122000E-04
-6.8370E-07,7.523524E-02,2.122000E-04
-6.8330E-07,7.523524E-02,2.122000E-04
-6.8290E-07,7.523524E-02,0.000000E+00
-6.8250E-07,7.523524E-02,2.122000E-04
-6.8210E-07,7.523524E-02,2.122000E-04
-6.8170E-07,7.523524E-02,2.122000E-04
-6.8130E-07,7.523524E-02,2.122000E-04
-6.8090E-07,7.523524E-02,2.122000E-04
-6.8050E-07,7.523524E-02,2.122000E-04
-6.8010E-07,7.523524E-02,2.122000E-04
-6.7970E-07,0.000000E+00,2.122000E-04
-6.7930E-07,0.000000E+00,2.122000E-04
-6.7890E-07,7.523524E-02,2.122000E-04
-6.7850E-07,7.523524E-02,2.122000E-04
-6.7810E-07,7.523524E-02,2.122000E-04
-6.7770E-07,7.523524E-02,0.000000E+00
-6.7730E-07,7.523524E-02,0.000000E+00
-6.7690E-07,7.523524E-02,2.122000E-04
-6.7650E-07,7.523524E-02,2.122000E-04
-6.7610E-07,7.523524E-02,4.244000E-04
-6.7570E-07,7.523524E-02,4.244000E-04
-6.7530E-07,7.523524E-02,2.122000E-04
-6.7490E-07,7.523524E-02,0.000000E+00
-6.7450E-07,0.000000E+00,0.000000E+00
-6.7410E-07,0.000000E+00,2.122000E-04
-6.7370E-07,7.523524E-02,2.122000E-04
-6.7330E-07,7.523524E-02,2.122000E-04
-6.7290E-07,7.523524E-02,2.122000E-04
-6.7250E-07,7.523524E-02,2.122000E-04
-6.7210E-07,7.523524E-02,0.000000E+00
-6.7170E-07,7.523524E-02,0.000000E+00
-6.7130E-07,7.523524E-02,2.122000E-04
-6.7090E-07,7.523524E-02,4.244000E-04
-6.7050E-07,7.523524E-02,2.122000E-04
-6.7010E-07,7.523524E-02,2.122000E-04
-6.6970E-07,7.523524E-02,0.000000E+00
-6.6930E-07,7.523524E-02,0.000000E+00
-6.6890E-07,7.523524E-02,2.122000E-04
-6.6850E-07,7.523524E-02,2.122000E-04
-6.6810E-07,7.523524E-02,2.122000E-04
-6.6770E-07,7.523524E-02,2.122000E-04
-6.6730E-07,7.523524E-02,2.122000E-04
-6.6690E-07,0.000000E+00,2.122000E-04
-6.6650E-07,7.523524E-02,2.122000E-04
-6.6610E-07,7.523524E-02,2.122000E-04
-6.6570E-07,7.523524E-02,2.122000E-04
-6.6530E-07,7.523524E-02,2.122000E-04
-6.6490E-07,7.523524E-02,2.122000E-04
-6.6450E-07,7.523524E-02,2.122000E-04
-6.6410E-07,0.000000E+00,2.122000E-04
-6.6370E-07,7.523524E-02,2.122000E-04
-6.6330E-07,7.523524E-02,2.122000E-04
-6.6290E-07,7.523524E-02,2.122000E-04
-6.6250E-07,7.523524E-02,2.122000E-04
-6.6210E-07,7.523524E-02,0.000000E+00
-6.6170E-07,7.523524E-02,2.122000E-04
-6.6130E-07,7.523524E-02,2.122000E-04
-6.6090E-07,7.523524E-02,2.122000E-04
-6.6050E-07,7.523524E-02,2.122000E-04
-6.6010E-07,0.000000E+00,2.122000E-04
-6.5970E-07,7.523524E-02,0.000000E+00
-6.5930E-07,7.523524E-02,0.000000E+00
-6.5890E-07,7.523524E-02,2.122000E-04
-6.5850E-07,7.523524E-02,2.122000E-04
-6.5810E-07,7.523524E-02,2.122000E-04
-6.5770E-07,7.523524E-02,2.122000E-04
-6.5730E-07,7.523524E-02,2.122000E-04
-6.5690E-07,7.523524E-02,2.122000E-04
-6.5650E-07,7.523524E-02,2.122000E-04
-6.5610E-07,7.523524E-02,2.122000E-04
-6.5570E-07,0.000000E+00,2.122000E-04
-6.5530E-07,7.523524E-02,2.122000E-04
-6.5490E-07,7.523524E-02,2.122000E-04
-6.5450E-07,7.523524E-02,0.000000E+00
-6.5410E-07,7.523524E-02,2.122000E-04
-6.5370E-07,7.523524E-02,0.000000E+00
-6.5330E-07,0.000000E+00,2.122000E-04
-6.5290E-07,0.000000E+00,2.122000E-04
-6.5250E-07,7.523524E-02,2.122000E-04
-6.5210E-07,0.000000E+00,2.122000E-04
-6.5170E-07,7.523524E-02,0.000000E+00
-6.5130E-07,0.000000E+00,2.122000E-04
-6.5090E-07,7.523524E-02,2.122000E-04
-6.5050E-07,7.523524E-02,2.122000E-04
-6.5010E-07,0.000000E+00,2.122000E-04
-6.4970E-07,7.523524E-02,2.122000E-04
-6.4930E-07,7.523524E-02,2.122000E-04
-6.4890E-07,7.523524E-02,2.122000E-04
-6.4850E-07,7.523524E-02,0.000000E+00
-6.4810E-07,7.523524E-02,2.122000E-04
-6.4770E-07,0.000000E+00,2.122000E-04
-6.4730E-07,7.523524E-02,2.122000E-04
-6.4690E-07,7.523524E-02,2.122000E-04
-6.4650E-07,7.523524E-02,2.122000E-04
-6.4610E-07,7.523524E-02,2.122000E-04
-6.4570E-07,7.523524E-02,2.122000E-04
-6.4530E-07,7.523524E-02,2.122000E-04
-6.4490E-07,7.523524E-02,2.122000E-04
-6.4450E-07,7.523524E-02,2.122000E-04
-6.4410E-07,7.523524E-02,2.122000E-04
-6.4370E-07,0.000000E+00,2.122000E-04
-6.4330E-07,7.523524E-02,2.122000E-04
-6.4290E-07,7.523524E-02,2.122000E-04
-6.4250E-07,7.523524E-02,2.122000E-04
-6.4210E-07,7.523524E-02,0.000000E+00
-6.4170E-07,7.523524E-02,2.122000E-04
-6.4130E-07,7.523524E-02,2.122000E-04
-6.4090E-07,7.523524E-02,2.122000E-04
-6.4050E-07,7.523524E-02,2.122000E-04
-6.4010E-07,0.000000E+00,2.122000E-04
-6.3970E-07,0.000000E+00,2.122000E-04
-6.3930E-07,7.523524E-02,0.000000E+00
-6.3890E-07,7.523524E-02,2.122000E-04
-6.3850E-07,7.523524E-02,2.122000E-04
-6.3810E-07,7.523524E-02,2.122000E-04
-6.3770E-07,7.523524E-02,2.122000E-04
-6.3730E-07,0.000000E+00,2.122000E-04
-6.3690E-07,0.000000E+00,2.122000E-04
-6.3650E-07,7.523524E-02,2.122000E-04
-6.3610E-07,7.523524E-02,2.122000E-04
-6.3570E-07,7.523524E-02,2.122000E-04
-6.3530E-07,7.523524E-02,2.122000E-04
-6.3490E-07,7.523524E-02,2.122000E-04
-6.3450E-07,0.000000E+00,2.122000E-04
-6.3410E-07,7.523524E-02,2.122000E-04
-6.3370E-07,7.523524E-02,2.122000E-04
-6.3330E-07,7.523524E-02,2.122000E-04
-6.3290E-07,0.000000E+00,2.122000E-04
-6.3250E-07,7.523524E-02,2.122000E-04
-6.3210E-07,0.000000E+00,2.122000E-04
-6.3170E-07,7.523524E-02,2.122000E-04
-6.3130E-07,7.523524E-02,2.122000E-04
-6.3090E-07,7.523524E-02,2.122000E-04
-6.3050E-07,7.523524E-02,2.122000E-04
-6.3010E-07,7.523524E-02,2.122000E-04
-6.2970E-07,0.000000E+00,2.122000E-04
-6.2930E-07,7.523524E-02,2.122000E-04
-6.2890E-07,7.523524E-02,2.122000E-04
-6.2850E-07,7.523524E-02,2.122000E-04
-6.2810E-07,7.523524E-02,2.122000E-04
-6.2770E-07,7.523524E-02,2.122000E-04
-6.2730E-07,7.523524E-02,2.122000E-04
-6.2690E-07,7.523524E-02,2.122000E-04
-6.2650E-07,7.523524E-02,2.122000E-04
-6.2610E-07,7.523524E-02,2.122000E-04
-6.2570E-07,7.523524E-02,2.122000E-04
-6.2530E-07,7.523524E-02,2.122000E-04
-6.2490E-07,7.523524E-02,2.122000E-04
-6.2450E-07,7.523524E-02,0.000000E+00
-6.2410E-07,0.000000E+00,0.000000E+00
-6.2370E-07,0.000000E+00,2.122000E-04
-6.2330E-07,7.523524E-02,2.122000E-04
-6.2290E-07,7.523524E-02,2.122000E-04
-6.2250E-07,7.523524E-02,2.122000E-04
-6.2210E-07,7.523524E-02,2.122000E-04
-6.2170E-07,7.523524E-02,2.122000E-04
-6.2130E-07,7.523524E-02,2.122000E-04
-6.2090E-07,7.523524E-02,2.122000E-04
-6.2050E-07,0.000000E+00,2.122000E-04
-6.2010E-07,7.523524E-02,2.122000E-04
-6.1970E-07,7.523524E-02,2.122000E-04
-6.1930E-07,7.523524E-02,2.122000E-04
-6.1890E-07,7.523524E-02,2.122000E-04
-6.1850E-07,7.523524E-02,2.122000E-04
-6.1810E-07,7.523524E-02,2.122000E-04
-6.1770E-07,7.523524E-02,2.122000E-04
-6.1730E-07,7.523524E-02,2.122000E-04
-6.1690E-07,7.523524E-02,2.122000E-04
-6.1650E-07,7.523524E-02,2.122000E-04
-6.1610E-07,7.523524E-02,2.122000E-04
-6.1570E-07,7.523524E-02,0.000000E+00
-6.1530E-07,0.000000E+00,2.122000E-04
-6.1490E-07,7.523524E-02,2.122000E-04
-6.1450E-07,7.523524E-02,2.122000E-04
-6.1410E-07,0.000000E+00,2.122000E-04
-6.1370E-07,0.000000E+00,2.122000E-04
-6.1330E-07,0.000000E+00,2.122000E-04
-6.1290E-07,7.523524E-02,2.122000E-04
-6.1250E-07,7.523524E-02,2.122000E-04
-6.1210E-07,7.523524E-02,2.122000E-04
-6.1170E-07,7.523524E-02,2.122000E-04
-6.1130E-07,7.523524E-02,2.122000E-04
-6.1090E-07,7.523524E-02,2.122000E-04
-6.1050E-07,7.523524E-02,2.122000E-04
-6.1010E-07,7.523524E-02,2.122000E-04
-6.0970E-07,0.000000E+00,2.122000E-04
-6.0930E-07,0.000000E+00,2.122000E-04
-6.0890E-07,7.523524E-02,2.122000E-04
-6.0850E-07,7.523524E-02,2.122000E-04
-6.0810E-07,0.000000E+00,2.122000E-04
-6.0770E-07,0.000000E+00,2.122000E-04
-6.0730E-07,0.000000E+00,2.122000E-04
-6.0690E-07,7.523524E-02,2.122000E-04
-6.0650E-07,7.523524E-02,2.122000E-04
-6.0610E-07,0.000000E+00,2.122000E-04
-6.0570E-07,0.000000E+00,2.122000E-04
-6.0530E-07,0.000000E+00,2.122000E-04
-6.0490E-07,0.000000E+00,2.122000E-04
-6.0450E-07,7.523524E-02,2.122000E-04
-6.0410E-07,7.523524E-02,0.000000E+00
-6.0370E-07,7.523524E-02,2.122000E-04
-6.0330E-07,7.523524E-02,2.122000E-04
-6.0290E-07,7.523524E-02,2.122000E-04
-6.0250E-07,7.523524E-02,2.122000E-04
-6.0210E-07,7.523524E-02,2.122000E-04
-6.0170E-07,7.523524E-02,2.122000E-04
-6.0130E-07,7.523524E-02,2.122000E-04
-6.0090E-07,7.523524E-02,2.122000E-04
-6.0050E-07,0.000000E+00,2.122000E-04
-6.0010E-07,0.000000E+00,2.122000E-04
-5.9970E-07,0.000000E+00,2.122000E-04
-5.9930E-07,7.523524E-02,2.122000E-04
-5.9890E-07,7.523524E-02,2.122000E-04
-5.9850E-07,7.523524E-02,2.122000E-04
-5.9810E-07,7.523524E-02,2.122000E-04
-5.9770E-07,7.523524E-02,2.122000E-04
-5.9730E-07,0.000000E+00,2.122000E-04
-5.9690E-07,7.523524E-02,2.122000E-04
-5.9650E-07,7.523524E-02,2.122000E-04
-5.9610E-07,7.523524E-02,2.122000E-04
-5.9570E-07,7.523524E-02,2.122000E-04
-5.9530E-07,7.523524E-02,2.122000E-04
-5.9490E-07,7.523524E-02,2.122000E-04
-5.9450E-07,0.000000E+00,2.122000E-04
-5.9410E-07,7.523524E-02,2.122000E-04
-5.9370E-07,0.000000E+00,2.122000E-04
-5.9330E-07,0.000000E+00,2.122000E-04
-5.9290E-07,0.000000E+00,2.122000E-04
-5.9250E-07,7.523524E-02,2.122000E-04
-5.9210E-07,7.523524E-02,2.122000E-04
-5.9170E-07,7.523524E-02,2.122000E-04
-5.9130E-07,7.523524E-02,2.122000E-04
-5.9090E-07,7.523524E-02,2.122000E-04
-5.9050E-07,0.000000E+00,2.122000E-04
-5.9010E-07,7.523524E-02,2.122000E-04
-5.8970E-07,0.000000E+00,2.122000E-04
-5.8930E-07,7.523524E-02,2.122000E-04
-5.8890E-07,7.523524E-02,2.122000E-04
-5.8850E-07,7.523524E-02,2.122000E-04
-5.8810E-07,7.523524E-02,0.000000E+00
-5.8770E-07,7.523524E-02,2.122000E-04
-5.8730E-07,7.523524E-02,2.122000E-04
-5.8690E-07,7.523524E-02,2.122000E-04
-5.8650E-07,7.523524E-02,2.122000E-04
-5.8610E-07,7.523524E-02,2.122000E-04
-5.8570E-07,7.523524E-02,2.122000E-04
-5.8530E-07,7.523524E-02,2.122000E-04
-5.8490E-07,7.523524E-02,2.122000E-04
-5.8450E-07,7.523524E-02,2.122000E-04
-5.8410E-07,7.523524E-02,2.122000E-04
-5.8370E-07,7.523524E-02,2.122000E-04
-5.8330E-07,7.523524E-02,2.122000E-04
-5.8290E-07,0.000000E+00,2.122000E-04
-5.8250E-07,7.523524E-02,2.122000E-04
-5.8210E-07,7.523524E-02,2.122000E-04
-5.8170E-07,7.523524E-02,2.122000E-04
-5.8130E-07,7.523524E-02,2.122000E-04
-5.8090E-07,7.523524E-02,2.122000E-04
